
"conversation_id","message_id","role","content","timestamp","username","original_id","section"
"88","1","user","Sure. Image size is really dependent on the settings each reader sets in the preference box. So what look right on your screen, may look wrong on mine. By not proscribing the size, but using the 'thumb' option, the images look the way the reader wants. This is discussed in the Image Use Policy, which you can read at: .","1.297809060E09","Unknown","53114",""
"88","2","assistant","Thanks for your explanations, TheMindsEye. I agree with you that in general a standard thumb is a good way to define image settings. There are, nevertheless, exceptions which deserve special treatment, especially in the area of art (including painting, sculpture and artistic photography) where the image is an extremely important part of the article. Like many other seasoned Wikipedians working in this area, I firmly believe it is useful to define larger image sizes in certain cases so that the reader can immediately appreciate the detail without having to bother about standard settings or clicking on the image to enlarge it. You can find thousands of examples but just take a look at . I think you will agree that if all the images in this article were reduced to standard thumbs, most readers would have a less vivid impression of the article's content. Some other examples in photography are , and . And as for general guidance, in the WP Manual of Style, you will see that there is provision in the for resizing images where appropriate. I will therefore resize the image to 300px which is perfectly acceptable for a lead image. If you still disagree, perhaps you would like to start a discussion on the article's talk page where others will also be able to participate. Thanks for you interest in this article. -","1.297879380E09","Unknown","53115",""
"89","1","user","I saw you had deleted --I don't believe it was a speedy deletion candidate. If it was to make way for a page move or something of that sort, accept my apology, but I've restored the page and listed it on Vfd. Hope this is just a misunderstanding. Best, [[User:Meelar|","1.100830500E09","Unknown","607307",""
"89","2","assistant","See my comments on the talk page. I didn't delete it, or list it for deletion, and I think it should be kept.","1.100831100E09","Unknown","607308",""
"90","1","user","Hey Timeshift, it's great to see your name on my watchlist again, and I'm sure others will agree. I'm afraid you may have to accept that you will no longer be able to use your userpage in the same way as you did previously. I don't think it would be appropriate to provide you a copy of the last revision with an eye to you restoring the content on your userpage, as this would flout the decision made at the MfD and the resultant Deletion Review. Such a restoration may well be eligible for a speedy deletion. If I were you, I would simply replace your userpage with a link to a blogspot blog or something. I would be more than happy to provide you with previous revisions for use in an external blog. Otherwise, you may have to go for a second deletion review, although I imagine that would be unsuccessful.&nbsp; --","1.310215020E09","Unknown","23258",""
"90","2","assistant","That's not really acceptable. A lot of the issue was that there were potential BLP violations available in the userpage history. I am certainly allowed to have some opinion on my userpage. I need to know what level that is.","1.310300700E09","Unknown","23259",""
"90","3","user","[http:\/\/web.archive.org\/web\/20081024175953\/http:\/\/en.wikipedia.org\/wiki\/User:Timeshift9 this archive is from 2008], but probably not much help. This is now an issue of admin control, not content. I'd wait a few months until the pricks lose interest. Fight the power! Once united, we can never be defeated! Smash the State! Solidarity forever! :-) --","1.310854920E09","Unknown","23260",""
"91","1","user","Thanks for reverting the vandalism to my userpage. I've never seen someone get that mad that his non-notable band wasn't fit for Wikipedia before. Thanks again. :) -","1.183675020E09","Unknown","506866",""
"91","2","assistant","Thank you for [http:\/\/en.wikipedia.org\/w\/index.php?titlenext&oldid=142843600 fixing the vandalism of my user page.] (At least didn't claim that I had a little one.) \u2014","1.183751160E09","Unknown","506867",""
"91","3","user","Thank you for fixing the vandalism on my page, and . Glad that the good guys outnumber the bad.","1.183997940E09","Unknown","506868",""
"91","4","assistant","I would also like to extend my thanks to you for fixing the vandalism on my and page. I couldn't believe it, I hadn't had my page vandalised at all, then two seperate people within ten minutes! It's amazing what a bit of new page watching can result in.","1.184245620E09","Unknown","506869",""
"92","1","user","I have my mails. What is it to you to keep meddling in Suriname related articles and such? I say I'm taking care of Suriname, just leave it be!","1.280892480E09","Unknown","325581",""
"92","2","assistant","Don't worry. I'll take this higher up...","1.280893080E09","Unknown","325582",""
"93","1","user","I have nominated , an article that you created, for . I do not think that this article satisfies Wikipedia's criteria for inclusion, and have explained why at . Your opinions on the matter are welcome at that same discussion page; also, you are welcome to edit the article to address these concerns. Thank you for your time. <!-- Template:AFDWarning -->","1.234718340E09","Unknown","370960",""
"94","1","user","Zarapastroso methinks?","1.286890320E09","Unknown","508217",""
"94","2","assistant","Maybe, maybe not. Doesn't really matter that much one way or the other. --","1.286890560E09","Unknown","508218",""
"95","1","user","&ndash;","1.137057660E09","Unknown","343606",""
"95","2","assistant","Quite ok with me. Thanks for informing me.--","1.137059640E09","Unknown","343607",""
"95","3","user","It's a pleasure! Congrats! --","1.137389340E09","Unknown","343608",""
"96","1","user","An article that you have been involved in editing, , has been listed for . If you are interested in the deletion discussion, please participate by adding your comments at . Thank you.<!-- Template:adw -->","1.203724020E09","Unknown","608606",""
"96","2","assistant","OOps, never mind!","1.203976380E09","Unknown","608607",""
"97","1","user","For your information, I noticed that you have had content disputes at with both and . is a sockpuppet of Isarig [http:\/\/en.wikipedia.org\/wiki\/Wikipedia:Requests_for_checkuser\/Case\/Isarig per CheckUser].","1.188182100E09","Unknown","299554",""
"97","2","assistant","I was strolling through the suspected sockpuppet page and noticed that you asked that whoever runs the checkuser on [http:\/\/en.wikipedia.org\/wiki\/Wikipedia:Suspected_sock_puppets#User:Bigglove this request] to be aware that Isarig is a confirmed puppet master. Problem is, cases filed at are for behavioral analysis only and there generally is not a checkuser performed against requests submitted there. If you want a checkuser run on Bigglove as a puppet of Isarig, just go to [http:\/\/en.wikipedia.org\/wiki\/Wikipedia:Requests_for_checkuser\/Case\/Isarig Isariq's RFCU] and add a new section above the current one and move the RFCU back into the [http:\/\/en.wikipedia.org\/wiki\/Wikipedia:Requests_for_checkuser#Outstanding_requests outstanding request section]. --","1.188358860E09","Unknown","299555",""
"97","3","user","Is it possible to do a checkuser comparing him to Qaiqu as well? I explained the worrying behavior pattern on the SSP page and the behavior has continued to be problematic, but I am still not convinced he is a sock. It would be nice to be sure though (of course, I guess we're never sure, since he could be using a completely different computer).","1.188361380E09","Unknown","299556",""
"97","4","assistant","Despite it being used for one at times, checkuser shouldn't be used for fishing expeditions. In most cases the people that do the checkuser will only do so if the sock has been used to circumvent a ban\/block, 3RR, or to change the outcome of a consensus discussion. So if you have reason to believe that Bigglove is a sock of Isarig, it is generally acceptable to request that a checkuser be run since Bigglove was in use during Isarig's block. However if the belief is that Bigglove is a sock of Qaiqu, you're pretty much out of luck as Qaiqu is currently not blocked\/banned and there isn't any overlap between their editing periods to indicate an attempt to circumvent 3RR or change the results of a consensus discussion. Another reason you're out of luck with using Checkuser on Qaiqu is the age of the user's last edit. I'm not sure exactly how long the information used for checkuser is kept, but from what I've seen any time an editor's last edit is over a month or two prior to the current date, it can not be run. --","1.188426960E09","Unknown","299557",""
"98","1","user","The information was good. You only deleted it cause you were jealous. Im replacing all of it. And so help me you delete it again ill report you to mr. Wales himself.","1.185424620E09","Unknown","609818",""
"98","2","assistant","Heh, go ahead. I'll keep reverting it. \u2248","1.185425820E09","Unknown","609819",""
"98","3","user","I beg you to keep in mind that this is an encyclopedia. It isn't me who decreed that Trivia should be eliminated, but I agree with the matter. If you actually want to contribute to this website, then see . However, the personal attacks you have been making will not be tolerated. Consider this your only warning in respect to them. \u2248","1.186371840E09","Unknown","609820",""
"99","1","user","Lindzen has, \""...long expressed skepticism about dire climate predictions\"" - that is a comment on the science, and refutes Gore's claim that they \""agree on the fundamentals\"". Do not erase my contributions without doing the research.","1.209325140E09","Unknown","344174",""
"99","2","assistant","Lindzen is not talking about the science of the movie. It's your that assumes that \""dire climate predictions\"" refers to AIT. Lindzen is one of the very few scientists with some skepticism about global warming. But he does not deny that anthropogenic contributions raise atmospheric CO2 or that increased CO2 causes a positive forcing. He does have a somewhat unusual theory that most of the effect will be cancelled by negative cloud formation feedback. I can very well imagine that Lindzen has commented directly on the science of AIT, but if so, you do your homework. The current quote is a comment on the style, not on the substance. --","1.209326100E09","Unknown","344175",""
"99","3","user","Rigidity in your definition of \""commenting directly\"" and blatant ignoring of other statements in the article won't make them go away.","1.209329760E09","Unknown","344176",""
"100","1","user","<\/div><!-- Template:Smile -->","1.269177780E09","Unknown","47791",""
"100","2","assistant","Yeah, no problem. We all make mistakes at times. Just try to imagine the feelings of a first time Wikipedia contributor next time around.","1.269181680E09","Unknown","47792",""
